ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and Time,Observer,Other - Observer,SIte,Other - SIte,Ceylon Grid ID,Other - Ceylon Grid ID,Burrow ID Number,Type of Burrow,Other - Type of Burrow,Burrow Width (cm),Does this burrow have a gopher frog record?,Did you see a gopher frog?,Did you see a tortoise?,Did you set a trap?,Should this burrow be scoped again?,Burrow Notes ,Did you add the burrow to the scoping Avenza Layer?,Notes ,Could you scope to the end of the burrow?,Has this been scoped previously this season? ,x,y
1,99e42483-d3ef-4361-8953-a86cf05d676d,01/11/2024 02:48:12.983,ek30648_USG,01/11/2024 02:48:12.983,ek30648_USG,01/10/2024 19:26:22.757,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9001,Tortoise Burrow,,12,No,No,No,Yes,Yes,,Yes,Set trap,No,Yes,-81.61820866,30.93674326
2,14f2deb7-212f-4b47-b09e-e215e56abf66,01/11/2024 02:48:13.652,ek30648_USG,01/11/2024 02:48:13.652,ek30648_USG,01/10/2024 19:42:03.642,"Eva_Kerr,Kristina_Hefferle_,John_Maerz",,Ceylon WMA,,F9,,F9002,Tortoise Burrow,,10,Yes,Yes,No,Yes,Yes,Tried poking butter ,Yes,This is butter!!,Yes,Yes,-81.61833031,30.93679022
3,95a61bce-05c8-4f4e-99d6-4ceb376d13d1,01/11/2024 02:48:14.301,ek30648_USG,01/11/2024 02:48:14.301,ek30648_USG,01/10/2024 19:47:10.596,"Eva_Kerr,Kristina_Hefferle_,John_Maerz",,Ceylon WMA,,F9,,F9003,Tortoise Burrow,,15,Yes,No,No,Yes,Yes,This is breads home but he wasn’t there ,Yes,,Yes,Yes,-81.61834491,30.93689903
4,b264e89d-d3ec-47c2-b46c-d4214e807a9a,01/11/2024 02:48:15.215,ek30648_USG,01/11/2024 02:48:15.215,ek30648_USG,1/10/24 20:30,"Eva_Kerr,John_Maerz",,Ceylon WMA,,F9,,F9008,Tortoise Burrow,,10,No,No,Yes,No,Yes,"Couldn’t get to the end 


",Yes,,No,Yes,-81.61838429,30.93751879
5,fe73ce4b-b4e4-455d-83f3-95e1a6686977,01/11/2024 02:48:16.491,ek30648_USG,01/11/2024 02:48:16.491,ek30648_USG,01/10/2024 20:34:59.009,"Eva_Kerr,Kristina_Hefferle_,John_Maerz",,Ceylon WMA,,F9,,F9009,Tortoise Burrow,,20,No,No,No,No,Yes,,Yes,Couldn’t get to end ,No,No,-81.61838724,30.93784812
6,ef9f0ca7-471d-4063-9ce8-fab2ad87d677,01/11/2024 02:48:17.480,ek30648_USG,01/11/2024 02:48:17.480,ek30648_USG,01/10/2024 20:50:00.863,"Eva_Kerr,Kristina_Hefferle_,John_Maerz",,Ceylon WMA,,F9,,F9010,Tortoise Burrow,,13,No,No,No,Yes,Yes,Nice little burrow ,Yes,,No,No,-81.61844293,30.93780302
7,22363dea-b98a-4682-ba13-9f1153db8f56,01/11/2024 02:48:26.878,ek30648_USG,01/11/2024 02:48:26.878,ek30648_USG,01/10/2024 21:10:47.175,"Eva_Kerr,Kristina_Hefferle_,John_Maerz",,Ceylon WMA,,F9,,F9013,Tortoise Burrow,,30,No,No,No,No,Yes,Nice burrow but flooded ,Yes,,No,No,-81.61861445,30.93773942
8,1dc3d980-7a75-4c52-840e-0bdd48a48f6e,01/11/2024 02:48:27.992,ek30648_USG,01/11/2024 02:48:27.992,ek30648_USG,01/10/2024 21:33:08.836,"Eva_Kerr,Kristina_Hefferle_,John_Maerz",,Ceylon WMA,,F9,,F9015,Tortoise Burrow,,35,No,No,No,No,Yes,Soupy ,Yes,,No,No,-81.61762086,30.9377107
9,69db276a-e247-473a-8e02-5486a58f0c58,01/11/2024 02:48:29.014,ek30648_USG,01/11/2024 02:48:29.014,ek30648_USG,01/10/2024 22:26:23.838,"Eva_Kerr,John_Maerz,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9023,Tortoise Burrow,,33,No,No,No,No,Yes,Soupy ,Yes,,No,No,-81.61627559,30.93784675
10,2c494e5e-33dc-4500-ba1a-3d490d142741,01/11/2024 02:48:29.985,ek30648_USG,01/11/2024 02:48:29.985,ek30648_USG,01/10/2024 22:30:52.247,"Eva_Kerr,John_Maerz,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9024,Tortoise Burrow,,19,No,No,No,No,Yes,Not maintained ,Yes,,Yes,No,-81.61612426,30.93790321
11,6bf99851-8792-4607-99d5-1d432c624c79,01/11/2024 02:48:30.798,ek30648_USG,01/11/2024 02:48:30.798,ek30648_USG,01/10/2024 22:35:44.824,"Eva_Kerr,Kristina_Hefferle_,John_Maerz",,Ceylon WMA,,F9,,F9025,Tortoise Burrow,,27,No,No,Yes,No,Yes,Tortoise!!,Yes,,No,No,-81.61606086,30.9377699
12,3ab121a3-005b-4e0a-9ce6-d49bc89002e2,01/11/2024 02:48:31.542,ek30648_USG,01/11/2024 02:48:31.542,ek30648_USG,01/10/2024 22:41:03.423,"Eva_Kerr,Kristina_Hefferle_,John_Maerz",,Ceylon WMA,,F9,,F9026,Tortoise Burrow,,13,No,No,No,No,No,Full of pine straw ,Yes,,No,No,-81.61602458,30.93752262
13,0cb3de17-bd30-4aaa-a4e9-f909ad0af9f6,01/11/2024 02:48:32.124,ek30648_USG,01/11/2024 02:48:32.124,ek30648_USG,01/10/2024 22:44:34.495,"Eva_Kerr,John_Maerz,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9027,Tortoise Burrow,,34,No,No,Yes,No,Yes,Soupy ,Yes,,No,No,-81.61596607,30.93723696
14,509a653a-72e8-427f-86b7-f75783f8584a,01/11/2024 02:48:33.195,ek30648_USG,01/11/2024 02:48:33.195,ek30648_USG,01/10/2024 22:53:55.389,"Eva_Kerr,Kristina_Hefferle_,John_Maerz",,Ceylon WMA,,F9,,F9028,Tortoise Burrow,,23,No,No,No,No,Yes,Soupy ,Yes,,No,No,-81.61609346,30.9371768
15,15e9c7b1-f362-48c3-8ed8-d5b5766f5be8,01/11/2024 02:48:34.086,ek30648_USG,01/11/2024 02:48:34.086,ek30648_USG,01/10/2024 22:55:45.827,"Eva_Kerr,John_Maerz,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9029,Tortoise Burrow,,33,No,No,No,No,Yes,Soupy,Yes,,No,No,-81.61626829,30.93723092
16,befc21c7-10e3-4b1c-9ec2-8e64c0beb7dd,01/11/2024 02:48:34.994,ek30648_USG,01/11/2024 02:48:34.994,ek30648_USG,01/10/2024 23:00:18.887,"Eva_Kerr,Kristina_Hefferle_,John_Maerz",,Ceylon WMA,,F9,,F9030,Tortoise Burrow,,22,No,No,No,No,Yes,,Yes,,No,No,-81.61636058,30.93706495
17,25d33457-fce3-480c-ba63-9329d8365ede,01/11/2024 02:48:35.954,ek30648_USG,01/11/2024 02:48:35.954,ek30648_USG,01/10/2024 23:07:55.712,"Eva_Kerr,John_Maerz,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9032,Tortoise Burrow,,18,No,No,No,No,Yes,Soupy,Yes,,No,No,-81.61663621,30.93634845
18,8753c9bd-926f-46a2-843f-edbc6d937642,01/11/2024 02:48:36.969,ek30648_USG,01/11/2024 02:48:36.969,ek30648_USG,01/10/2024 23:12:24.214,"Eva_Kerr,John_Maerz,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9033,Tortoise Burrow,,29,Yes,No,No,No,Yes,Soupy ,Yes,,No,Yes,-81.61656128,30.93596435
19,eed7cd8a-2a51-425a-9371-d448c2579861,01/11/2024 02:49:14.779,ek30648_USG,01/11/2024 02:49:14.779,ek30648_USG,1/10/24 21:48,"Eva_Kerr,Kristina_Hefferle_,John_Maerz",,Ceylon WMA,,F9,,F9017,Tortoise Burrow,,11,No,Yes,No,Yes,Yes,Soupy ,Yes,,No,No,-81.61695304,30.93768542
20,2f5475a6-78d6-4361-ab18-18328d613cb2,01/12/2024 02:29:21.683,kfh39602_USG,01/12/2024 02:29:21.683,kfh39602_USG,01/10/2024 19:53:21.792,"John_Maerz,Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9004,other,"No active tortoise, unsure ",6,No,Yes,No,Yes,Yes,,Yes,,Yes,Yes,-81.61867785,30.93712844
21,2c71202d-7745-4dbf-8e0a-bdf0df482b87,01/12/2024 02:29:42.076,kfh39602_USG,01/12/2024 02:29:42.076,kfh39602_USG,01/10/2024 20:00:56.132,"John_Maerz,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9005,Tortoise Burrow,,27,No,No,No,Yes,Yes,Around 1cm standing water ,Yes,,No,Yes,-81.61855518,30.93711312
22,891b19cd-9429-4fd1-a043-b4e56cc1c0cc,01/12/2024 02:30:01.968,kfh39602_USG,01/12/2024 02:30:01.968,kfh39602_USG,01/10/2024 20:14:41.465,"John_Maerz,Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9006,Tortoise Burrow,,26,Yes,No,No,Yes,Yes,Water,Yes,,No,Yes,-81.61849946,30.93751091
23,3d9d3b65-e61a-48e3-a631-6c9dfef5baf8,01/12/2024 02:30:21.951,kfh39602_USG,01/12/2024 02:30:21.951,kfh39602_USG,01/10/2024 20:18:00.809,"Kristina_Hefferle_,John_Maerz",,Ceylon WMA,,F9,,F9007,Tortoise Burrow,,30,No,No,No,Yes,Yes,"Mice, water",Yes,,No,Yes,-81.61837962,30.9373654
24,09e8480c-7d6a-4d72-a827-3c0fc8a95da7,01/12/2024 02:30:22.766,kfh39602_USG,01/12/2024 02:30:22.766,kfh39602_USG,01/10/2024 20:54:29.551,"Kristina_Hefferle_,John_Maerz",,Ceylon WMA,,F9,,F9011,Tortoise Burrow,,15,No,No,No,No,No,Collapsed,Yes,,No,No,-81.61860895,30.93782488
25,ee8ead4f-90d0-4d6f-985c-06724a65b19d,01/12/2024 02:30:23.249,kfh39602_USG,01/12/2024 02:30:23.249,kfh39602_USG,01/10/2024 20:58:15.129,"John_Maerz,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9012,Tortoise Burrow,,28,No,No,No,No,Yes,standing water,Yes,,No,No,-81.61890354,30.93792702
26,72326119-0ad9-424a-8cd7-eb5b6d5af7ba,01/12/2024 02:30:40.978,kfh39602_USG,01/12/2024 02:30:40.978,kfh39602_USG,01/10/2024 21:24:52.224,Kristina_Hefferle_,,Ceylon WMA,,F9,,F9014,Tortoise Burrow,,10,No,No,Yes,No,Yes,,Yes,,Yes,No,-81.61808627,30.93772076
27,cbc706e7-2cbc-4c47-9042-72f7f0b81672,01/12/2024 02:30:58.949,kfh39602_USG,01/12/2024 02:30:58.949,kfh39602_USG,01/10/2024 21:37:07.672,Kristina_Hefferle_,,Ceylon WMA,,F9,,F9016,Tortoise Burrow,,23,No,No,No,No,No,Collapsed,Yes,,No,No,-81.61716534,30.93779303
28,92299982-bf40-453e-a1e0-0ebb91c7662b,01/12/2024 02:31:17.088,kfh39602_USG,01/12/2024 02:31:17.088,kfh39602_USG,01/10/2024 21:46:47.536,Kristina_Hefferle_,,Ceylon WMA,,F9,,F9018,Tortoise Burrow,,32,No,No,Yes,No,Yes,Water,Yes,,No,No,-81.61682692,30.93790879
29,93477bb4-9576-4e1c-8144-7e4a55792898,01/12/2024 02:31:35.824,kfh39602_USG,01/12/2024 02:31:35.824,kfh39602_USG,01/10/2024 21:54:02.070,Kristina_Hefferle_,,Ceylon WMA,,F9,,F9019,Tortoise Burrow,,15,No,No,No,No,No,Collapsed,Yes,,No,No,-81.61689066,30.93781559
30,02eda4b8-b0d2-4ccd-9a09-f76df527b9b5,01/12/2024 02:31:54.829,kfh39602_USG,01/12/2024 02:31:54.829,kfh39602_USG,01/10/2024 21:56:15.453,"Kristina_Hefferle_,John_Maerz",,Ceylon WMA,,F9,,F9020,Tortoise Burrow,,17,No,No,No,No,Yes,"Well maintained, almost certainly active tortoise burrow 
",Yes,,No,No,-81.61669658,30.93791495
31,3a160d42-69ab-443f-8e36-7c60d36ee39b,01/12/2024 02:31:55.508,kfh39602_USG,01/12/2024 02:31:55.508,kfh39602_USG,01/10/2024 22:12:25.273,"John_Maerz,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9021,Tortoise Burrow,,20,No,No,No,No,Yes,Water,Yes,,No,No,-81.61671787,30.93702242
32,3ce204a5-9c8d-4db0-8c95-ef0799ef66bd,01/12/2024 02:31:55.943,kfh39602_USG,01/12/2024 02:31:55.943,kfh39602_USG,01/10/2024 22:21:22.597,Kristina_Hefferle_,,Ceylon WMA,,F9,,F9022,Tortoise Burrow,,32,No,No,No,No,Yes,Water,Yes,,No,No,-81.61656744,30.93718538
33,5def7e6c-f270-4cf1-a1a9-e62c781317be,01/12/2024 02:31:56.440,kfh39602_USG,01/12/2024 02:31:56.440,kfh39602_USG,01/10/2024 23:05:11.458,"John_Maerz,Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9031,Tortoise Burrow,,25,No,No,No,No,No,Collapsed,Yes,,No,No,-81.61651589,30.93667998
34,5e29b8fc-1c4a-4cf1-a881-144395e2abdf,01/12/2024 02:31:57.081,kfh39602_USG,01/12/2024 02:31:57.081,kfh39602_USG,01/11/2024 18:24:07.618,Kristina_Hefferle_,,Ceylon WMA,,D7,,D7002,Tortoise Burrow,,33,No,No,No,No,No,,Yes,,No,No,-81.63142796,30.94897364
35,0dad1340-07e1-4eba-bc3e-5540b42175d4,01/12/2024 02:31:57.535,kfh39602_USG,01/12/2024 02:31:57.535,kfh39602_USG,01/11/2024 18:38:22.894,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,D7,,D7004,Tortoise Burrow,,16,No,No,No,No,No,,Yes,,No,No,-81.63149936,30.94896641
36,2d395658-fc58-44f9-aab0-8364ba7099e7,01/12/2024 02:31:58.213,kfh39602_USG,01/12/2024 02:31:58.213,kfh39602_USG,01/11/2024 18:45:59.012,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,D7,,D7005,Tortoise Burrow,,28,No,No,No,No,Yes,Water,Yes,,No,No,-81.63182637,30.94882453
37,343f7eed-dd8a-482c-90e4-1f26a8b4177b,01/12/2024 02:31:58.683,kfh39602_USG,01/12/2024 02:31:58.683,kfh39602_USG,01/11/2024 18:49:17.097,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7006,Tortoise Burrow,,25,No,No,No,No,Yes,Water,Yes,,No,No,-81.63165332,30.94879483
38,f66679a2-f022-4d82-903b-a7bdd7799efa,01/12/2024 02:31:59.116,kfh39602_USG,01/12/2024 02:31:59.116,kfh39602_USG,01/11/2024 18:56:52.643,Kristina_Hefferle_,,Ceylon WMA,,D7,,D7007,Tortoise Burrow,,31,No,No,No,No,No,,Yes,,No,No,-81.6316611,30.9486347
39,61fb8772-d8ab-499f-abb3-faf86655a00c,01/12/2024 02:31:59.791,kfh39602_USG,01/12/2024 02:31:59.791,kfh39602_USG,01/11/2024 19:36:59.982,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7012,Tortoise Burrow,,35,No,No,Yes,No,Yes,,Yes,,Yes,No,-81.63198707,30.94805338
40,3e96bc11-4186-491d-85f1-8cb12de2ec91,01/12/2024 02:32:00.305,kfh39602_USG,01/12/2024 02:32:00.305,kfh39602_USG,01/11/2024 19:47:04.808,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7013,Tortoise Burrow,,30,No,No,Yes,No,Yes,,Yes,,Yes,No,-81.6325337,30.94772012
41,df935933-18a7-47f1-90a9-b9cd5484bae3,01/12/2024 02:32:00.747,kfh39602_USG,01/12/2024 02:32:00.747,kfh39602_USG,01/11/2024 19:53:07.261,Kristina_Hefferle_,,Ceylon WMA,,D7,,D7014,Tortoise Burrow,,12,No,No,No,No,Yes,Water,Yes,,No,No,-81.6325155,30.94752542
42,bccb182c-db5b-40ee-8db9-bc0c80af2365,01/12/2024 02:32:01.225,kfh39602_USG,01/12/2024 02:32:01.225,kfh39602_USG,01/11/2024 20:19:24.383,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7108,Tortoise Burrow,,32,No,No,No,No,Yes,,Yes,,No,No,-81.63310468,30.94740118
43,480ccc33-e480-4049-a6df-a754aac75444,01/12/2024 02:32:01.649,kfh39602_USG,01/12/2024 02:32:01.649,kfh39602_USG,01/11/2024 20:24:08.987,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7019,Tortoise Burrow,,31,Yes,No,No,No,Yes,Armadillo ,Yes,Full of leaves ,No,No,-81.63319088,30.94748375
44,a1c029b7-552d-4606-ad55-cb5bd978f02f,01/12/2024 02:32:02.045,kfh39602_USG,01/12/2024 02:32:02.045,kfh39602_USG,01/11/2024 20:50:14.826,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,D7,,D7022,Tortoise Burrow,,23,No,No,No,No,Yes,,Yes,,No,No,-81.63327473,30.94707662
45,052472e0-1c58-467b-8a44-a1769139c81e,01/12/2024 02:32:02.477,kfh39602_USG,01/12/2024 02:32:02.477,kfh39602_USG,01/11/2024 21:16:37.172,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7025,Tortoise Burrow,,37,Yes,No,Yes,No,Yes,,Yes,,Yes,No,-81.6335853,30.94656443
46,16b58d8b-e891-454e-b0b0-8a0c32457869,01/12/2024 02:32:02.989,kfh39602_USG,01/12/2024 02:32:02.989,kfh39602_USG,01/11/2024 21:29:11.091,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,D7,,D7026,Tortoise Burrow,,8,Yes,No,Yes,No,Yes,,Yes,,No,No,-81.63364752,30.94659049
47,077999e2-9c47-4770-997f-ba6a45b77f0b,01/12/2024 02:32:03.505,kfh39602_USG,01/12/2024 02:32:03.505,kfh39602_USG,01/11/2024 21:44:02.223,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7028,Tortoise Burrow,,35,No,No,No,No,No,,Yes,,No,No,-81.63370768,30.94706984
48,fe8edf4e-1e68-48a2-9f14-2f325819e03c,01/12/2024 02:32:04,kfh39602_USG,01/12/2024 02:32:04,kfh39602_USG,01/11/2024 21:55:09.511,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7029,Tortoise Burrow,,30,Yes,No,Yes,No,Yes,,Yes,,Yes,No,-81.6334634,30.94619014
49,ea4ff6c8-f599-40aa-bd29-003225983860,01/12/2024 02:32:04.399,kfh39602_USG,01/12/2024 02:32:04.399,kfh39602_USG,01/11/2024 22:24:57.806,Kristina_Hefferle_,,Ceylon WMA,,D7,,D7033,Tortoise Burrow,,26,No,No,No,No,Yes,Water,Yes,,No,No,-81.63371504,30.94544048
50,c72c9778-620a-42db-a5d4-600271902a60,01/12/2024 02:32:04.909,kfh39602_USG,01/12/2024 02:32:04.909,kfh39602_USG,01/11/2024 22:33:51.536,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,D7,,D7035,Tortoise Burrow,,35,No,No,No,No,Yes,"Mice, water",Yes,,No,No,-81.63402668,30.94516827
51,23da7f82-3380-4238-8558-d7f8d1ab183f,01/12/2024 02:32:05.468,kfh39602_USG,01/12/2024 02:32:05.468,kfh39602_USG,01/11/2024 22:51:18.884,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,D7,,D7037,Tortoise Burrow,,27,No,No,No,No,Yes,,Yes,,No,No,-81.63504726,30.94506885
52,859ba028-53aa-49fa-893f-b728a5c2d0a2,01/12/2024 02:32:05.899,kfh39602_USG,01/12/2024 02:32:05.899,kfh39602_USG,01/11/2024 22:56:43.935,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7038,Tortoise Burrow,,37,No,No,No,No,Yes,,Yes,,No,No,-81.63517477,30.94507221
53,dcf92489-3401-4def-8e6a-ee53924cbe1e,01/12/2024 02:32:06.380,kfh39602_USG,01/12/2024 02:32:06.380,kfh39602_USG,01/11/2024 22:59:25.877,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7039,Tortoise Burrow,,25,No,No,No,No,Yes,,Yes,,No,No,-81.63516946,30.94500049
54,f77a200c-8e8e-49b8-bdd9-f595fabb9723,01/12/2024 02:32:06.902,kfh39602_USG,01/12/2024 02:32:06.902,kfh39602_USG,01/11/2024 23:07:11.567,Kristina_Hefferle_,,Ceylon WMA,,D7,,D7040,Tortoise Burrow,,30,No,No,No,No,Yes,,Yes,,No,No,-81.63544471,30.94508986
55,c1ab4b5f-5e00-44af-beb1-7e82d554533c,01/12/2024 02:32:07.378,kfh39602_USG,01/12/2024 02:32:07.378,kfh39602_USG,01/11/2024 23:21:47.304,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7043,Tortoise Burrow,,37,Yes,No,Yes,No,Yes,,Yes,,No,No,-81.63474606,30.94554749
56,1e6c80bd-50cb-4108-95d0-1d3c29866952,01/15/2024 19:48:33.500,ek30648_USG,01/15/2024 19:48:33.500,ek30648_USG,01/11/2024 18:11:16.586,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7001,Tortoise Burrow,,22,No,No,No,No,Yes,"Water 

",Yes,,No,No,-81.6313126,30.9488901
57,21ff425e-924d-4803-a139-36331f94312b,01/15/2024 19:48:33.986,ek30648_USG,01/15/2024 19:48:33.986,ek30648_USG,01/11/2024 18:32:30.371,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7003,Tortoise Burrow,,16,No,No,No,No,No,Collapsed ,Yes,,No,No,-81.63150327,30.9490005
58,9f2230be-5496-4caf-b84e-f5cdc46a8cf6,01/15/2024 19:48:34.409,ek30648_USG,01/15/2024 19:48:34.409,ek30648_USG,01/11/2024 19:02:02.241,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7008,Tortoise Burrow,,29 ,No,No,No,No,Yes,"Super wet in this area 
",Yes,,No,No,-81.63164505,30.94834687
59,8b092c1f-4497-4b29-a521-9d2f37da941a,01/15/2024 19:48:34.845,ek30648_USG,01/15/2024 19:48:34.845,ek30648_USG,01/11/2024 19:05:49.870,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7009,Stump Hole,,20,No,No,No,No,Yes,Soupy ,Yes,,No,No,-81.63142712,30.9483588
60,83ae6329-5385-459e-9368-b442dd8ba7f0,01/15/2024 19:48:35.394,ek30648_USG,01/15/2024 19:48:35.394,ek30648_USG,01/11/2024 19:21:25.661,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7010,Tortoise Burrow,,30,No,No,No,No,Yes,Soupy ,Yes,,No,No,-81.63165872,30.94816117
61,13308672-e37d-4c8f-ac08-6652f749e3b8,01/15/2024 19:48:36.176,ek30648_USG,01/15/2024 19:48:36.176,ek30648_USG,01/11/2024 19:30:01.446,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7011,Tortoise Burrow,,34,No,No,No,No,Yes,Soupy ,Yes,,No,No,-81.63175855,30.94814025
62,cd4e109b-1e53-4a82-92ad-c7b7d817999d,01/15/2024 19:48:36.688,ek30648_USG,01/15/2024 19:48:36.688,ek30648_USG,01/11/2024 20:00:58.342,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7014,Tortoise Burrow,,30,No,No,No,No,No,"Collapsed 
",Yes,,No,No,-81.63278016,30.94778741
63,c8c3cb84-91c4-4f1f-8ece-3e4109555a87,01/15/2024 19:48:37.082,ek30648_USG,01/15/2024 19:48:37.082,ek30648_USG,01/11/2024 20:08:30.004,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7016,Tortoise Burrow,,20,No,No,No,No,No,Full of leaves ,Yes,,No,No,-81.63313078,30.94742949
64,0f11a11c-d0ee-442c-902a-76fe0ddfd768,01/15/2024 19:48:37.522,ek30648_USG,01/15/2024 19:48:37.522,ek30648_USG,01/11/2024 20:12:09.330,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7017,Stump Hole,,16,No,No,No,No,Yes,,Yes,,Yes,No,-81.63311435,30.9474126
65,146a0f41-ac03-4d45-9d90-10eb08080ceb,01/15/2024 19:48:37.957,ek30648_USG,01/15/2024 19:48:37.957,ek30648_USG,01/11/2024 20:31:58.123,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7020,Tortoise Burrow,,19,Yes,No,No,No,Yes,"Nice burrow!!! Wet!
",Yes,,No,No,-81.63320326,30.94761434
66,2cebbfe6-8570-4657-932d-dfa9df0cad9c,01/15/2024 19:48:38.337,ek30648_USG,01/15/2024 19:48:38.337,ek30648_USG,01/11/2024 20:42:58.307,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7021,Tortoise Burrow,,21,No,No,Yes,No,Yes,TortoiS!,Yes,,No,No,-81.63317332,30.94700814
67,3a8c6758-c4d4-4790-b137-f21d2d246826,01/15/2024 19:48:39.352,ek30648_USG,01/15/2024 19:48:39.352,ek30648_USG,01/11/2024 21:11:41.685,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7024,Tortoise Burrow,,35,No,No,Yes,No,Yes,Tortoise!!,Yes,,No,No,-81.63353003,30.94662882
68,50008c44-57a1-4441-a6ba-0fffd64a7684,01/15/2024 19:48:40.084,ek30648_USG,01/15/2024 19:48:40.084,ek30648_USG,01/11/2024 21:35:32.868,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7027,Tortoise Burrow,,28,No,No,No,No,Yes,"Water
",Yes,,No,No,-81.63374716,30.94675569
69,525d7765-70c6-4706-881b-0d333c69c611,01/15/2024 19:48:42.589,ek30648_USG,01/15/2024 19:48:42.589,ek30648_USG,01/11/2024 21:59:09.575,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7030,Tortoise Burrow,,15,Yes,No,No,No,No,Collapsed ,Yes,,No,No,-81.63365895,30.94630883
70,3bdd4e32-4923-4267-b47d-26af168ba195,01/15/2024 19:48:47.060,ek30648_USG,01/15/2024 19:48:47.060,ek30648_USG,01/11/2024 22:08:21.820,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7031,Tortoise Burrow,,30,No,No,Yes,No,Yes,,Yes,,No,No,-81.63398766,30.94561198
71,b533ee27-c1bf-4c13-a6e4-a53edb8b282a,01/15/2024 19:48:48.035,ek30648_USG,01/15/2024 19:48:48.035,ek30648_USG,01/11/2024 22:16:58.015,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7032,Tortoise Burrow,,29,No,No,No,No,Yes,Wet,Yes,,No,No,-81.63395307,30.94554751
72,d944763b-0d7f-4d27-b1eb-af07fb19df3d,01/15/2024 19:48:48.455,ek30648_USG,01/15/2024 19:48:48.455,ek30648_USG,01/11/2024 22:25:48.628,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7034,Tortoise Burrow,,25,Yes,No,No,No,Yes,,Yes,,No,No,-81.63385552,30.94527404
73,b200aad5-5e3a-4c5b-94e6-f41484a4eea6,01/15/2024 19:48:48.885,ek30648_USG,01/15/2024 19:48:48.885,ek30648_USG,01/11/2024 22:47:04.401,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7036,Tortoise Burrow,,24,No,No,No,No,Yes,Collapsed at end ,Yes,,No,No,-81.63482144,30.94510818
74,bf6d002b-6cab-449b-aa3d-7cda4701eb25,01/15/2024 19:48:49.288,ek30648_USG,01/15/2024 19:48:49.288,ek30648_USG,01/11/2024 23:10:41.561,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7041,Tortoise Burrow,,30,Yes,No,No,No,Yes,Wet,Yes,,No,No,-81.63550313,30.94538961
